Antibody,Antigen,IC50,
VRC07-523-LS,3718_3_11,0.009,
VRC07-523-LS,3718_3_11,0.009,
VRC07-523-LS,3718_3_11,0.009,
VRC07-523-LS,3718_3_11,0.045,
VRC07-523-LS,3718_3_11,0.0385,
VRC07-523-LS,3728_V2_C6,0.007,
VRC07-523-LS,3728_V2_C6,0.007,
VRC07-523-LS,377_V4_C09,0.388,
VRC07-523-LS,377_V4_C09,0.388,
VRC07-523-LS,3817_V2_C59,0.137,
VRC07-523-LS,3817_V2_C59,0.137,
VRC07-523-LS,3817_V2_C59,0.137,
VRC07-523-LS,3817_V2_C59,0.137,
VRC07-523-LS,3817_V2_C59,0.257,
VRC07-523-LS,3873_V1_C24,0.112,
VRC07-523-LS,3873_V1_C24,0.181,
VRC07-523-LS,3873_V1_C24,0.181,
VRC07-523-LS,3873_V1_C24,0.181,
VRC07-523-LS,3873_V1_C24,0.112,
VRC07-523-LS,3873_V1_C24,0.3185,
VRC07-523-LS,3988_25,0.059,
VRC07-523-LS,3988_25,0.059,
VRC07-523-LS,3988_25,0.059,
VRC07-523-LS,3988_25,0.104,
VRC07-523-LS,398_F1_F6_20,0.025,
VRC07-523-LS,398_F1_F6_20,0.025,
VRC07-523-LS,398_F1_F6_20,0.025,
VRC07-523-LS,398_F1_F6_20,0.071,
VRC07-523-LS,398_F1_F6_20,0.0645,
VRC07-523-LS,40100_V01_MN01,0.0009,
VRC07-523-LS,45_01DG5,0.0008,
VRC07-523-LS,45_01DG5,0.0008,
VRC07-523-LS,45_01DG5,0.0165,
VRC07-523-LS,541_F1_A7_2,0.023,
VRC07-523-LS,541_F1_A7_2,0.023,
VRC07-523-LS,556_F2_3_25,0.173,
VRC07-523-LS,556_F2_3_25,0.173,
VRC07-523-LS,569_F1_37_10,0.016,
VRC07-523-LS,569_F1_37_10,0.016,
VRC07-523-LS,57128_VRC15,0.666,
VRC07-523-LS,57128_VRC15,0.666,
VRC07-523-LS,57128_VRC15,0.666,
VRC07-523-LS,57128_VRC15,1.73,
VRC07-523-LS,57128_VRC15,0.666,
VRC07-523-LS,57128_VRC15,1.257,
VRC07-523-LS,57128_VRC15,0.7375,
VRC07-523-LS,5768_4,0.065,
VRC07-523-LS,5768_4,0.065,
VRC07-523-LS,5768_4,0.065,
VRC07-523-LS,5768_4,0.1075,
VRC07-523-LS,6022_V7_C24,0.101,
VRC07-523-LS,6022_V7_C24,0.101,
VRC07-523-LS,6040_V4_C15,0.062,
VRC07-523-LS,6040_V4_C15,0.062,
VRC07-523-LS,6095_V1_C10,0.21,
VRC07-523-LS,6095_V1_C10,0.21,
VRC07-523-LS,6095_V1_C10,0.21,
VRC07-523-LS,6095_V1_C10,0.2395,
VRC07-523-LS,6101_1,0.005,
VRC07-523-LS,6101_1,0.005,
VRC07-523-LS,6101_1,0.005,
VRC07-523-LS,6101_1,0.023,
VRC07-523-LS,6146_V7_C23,0.132,
VRC07-523-LS,6146_V7_C23,0.132,
VRC07-523-LS,620345_C1,>50,
VRC07-523-LS,620345_C1,>50,
VRC07-523-LS,620345_C1,>50,
VRC07-523-LS,620345_C1,>50,
VRC07-523-LS,620345_C1,>50,
VRC07-523-LS,6322_V4_C1,0.036,
VRC07-523-LS,6322_V4_C1,0.023,
VRC07-523-LS,6322_V4_C1,0.023,
VRC07-523-LS,6322_V4_C1,0.023,
VRC07-523-LS,6322_V4_C1,0.023,
VRC07-523-LS,6322_V4_C1,0.036,
VRC07-523-LS,6322_V4_C1,0.0665,
VRC07-523-LS,6405_V4_C34,0.212,
VRC07-523-LS,6405_V4_C34,0.212,
VRC07-523-LS,6405_V4_C34,0.212,
VRC07-523-LS,6405_V4_C34,0.359,
VRC07-523-LS,6405_V4_C34,0.226,
VRC07-523-LS,6471_V1_C16,>25,
VRC07-523-LS,6471_V1_C16,>50,
VRC07-523-LS,6471_V1_C16,>50,
VRC07-523-LS,6471_V1_C16,>50,
VRC07-523-LS,6471_V1_C16,>50,
VRC07-523-LS,6471_V1_C16,>25,
VRC07-523-LS,6471_V1_C16,>50,
VRC07-523-LS,6535_3,0.114,
VRC07-523-LS,6535_3,0.114,
VRC07-523-LS,6535_3,0.114,
VRC07-523-LS,6535_3,0.163,
VRC07-523-LS,6540_V4_C1,>50,
VRC07-523-LS,6540_V4_C1,>50,
VRC07-523-LS,6540_V4_C1,>50,
VRC07-523-LS,6540_V4_C1,>50,
VRC07-523-LS,6540_V4_C1,>50,
VRC07-523-LS,6545_V4_C1,>50,
VRC07-523-LS,6545_V4_C1,>50,
VRC07-523-LS,6545_V4_C1,>50,
VRC07-523-LS,6545_V4_C1,>50,
VRC07-523-LS,6545_V4_C1,>50,
VRC07-523-LS,6592_V7_C25,0.066,
VRC07-523-LS,6631_V3_C10,0.121,
VRC07-523-LS,6631_V3_C10,0.148,
VRC07-523-LS,6631_V3_C10,0.148,
VRC07-523-LS,6631_V3_C10,0.148,
VRC07-523-LS,6631_V3_C10,0.148,
VRC07-523-LS,6631_V3_C10,0.121,
VRC07-523-LS,6631_V3_C10,0.2835,
VRC07-523-LS,6644_V2_C33,0.019,
VRC07-523-LS,6644_V2_C33,0.028,
VRC07-523-LS,6644_V2_C33,0.028,
VRC07-523-LS,6644_V2_C33,0.028,
VRC07-523-LS,6644_V2_C33,0.019,
VRC07-523-LS,6644_V2_C33,0.0635,
VRC07-523-LS,6785_V5_C14,0.026,
VRC07-523-LS,6785_V5_C14,0.068,
VRC07-523-LS,6785_V5_C14,0.068,
VRC07-523-LS,6785_V5_C14,0.068,
VRC07-523-LS,6785_V5_C14,0.026,
VRC07-523-LS,6785_V5_C14,0.161,
VRC07-523-LS,6838_V1_C35,0.028,
VRC07-523-LS,6838_V1_C35,0.038,
VRC07-523-LS,6838_V1_C35,0.038,
VRC07-523-LS,6838_V1_C35,0.038,
VRC07-523-LS,6838_V1_C35,0.028,
VRC07-523-LS,6838_V1_C35,0.0675,
VRC07-523-LS,6980_V0_C31,0.036,
VRC07-523-LS,6980_V0_C31,0.036,
VRC07-523-LS,703010010_C4,0.01,
VRC07-523-LS,703010010_C4,0.01,
VRC07-523-LS,703010054_2A2,0.091,
VRC07-523-LS,703010054_2A2,0.091,
VRC07-523-LS,703010131_1E2,0.028,
VRC07-523-LS,703010131_1E2,0.028,
VRC07-523-LS,703010200_1E5,0.088,
VRC07-523-LS,703010200_1E5,0.088,
VRC07-523-LS,703010217_B6,0.034,
VRC07-523-LS,703010217_B6,0.081,
VRC07-523-LS,703010217_B6,0.034,
VRC07-523-LS,703010217_B6,0.081,
VRC07-523-LS,703010228_1C4,0.142,
VRC07-523-LS,703010228_1C4,0.142,
VRC07-523-LS,704010042_2E5,0.009,
VRC07-523-LS,704010042_2E5,0.009,
VRC07-523-LS,704010069_C6,0.132,
VRC07-523-LS,704010069_C6,0.132,
VRC07-523-LS,704010083_B8,0.416,
VRC07-523-LS,704010083_B8,0.416,
VRC07-523-LS,704809221_1B3,0.154,
VRC07-523-LS,704809221_1B3,0.154,
VRC07-523-LS,704810053_2B7,0.069,
VRC07-523-LS,704810053_2B7,0.069,
VRC07-523-LS,705010067_TF,>25,
VRC07-523-LS,705010067_TF,>25,
VRC07-523-LS,705010185_TF,0.262,
VRC07-523-LS,705010185_TF,0.262,
VRC07-523-LS,705010198_TF,0.012,
VRC07-523-LS,705010198_TF,0.012,
VRC07-523-LS,706010164_1A7,0.024,
VRC07-523-LS,706010164_1A7_REV,0.024,
VRC07-523-LS,7165_18,1.43,
VRC07-523-LS,7165_18,1.43,
VRC07-523-LS,7165_18,1.43,
VRC07-523-LS,7165_18,3.98,
VRC07-523-LS,7165_18,1.43,
VRC07-523-LS,7165_18,1.83,
VRC07-523-LS,722_G4_16,0.054,
VRC07-523-LS,722_G4_16,0.054,
VRC07-523-LS,783_V0_C51,0.095,
VRC07-523-LS,851891_4_15,0.019,
VRC07-523-LS,89_6,0.092,
VRC07-523-LS,89_6,0.092,
VRC07-523-LS,89_6,0.092,
VRC07-523-LS,89_6,0.2455,
VRC07-523-LS,9004SS_A3_4,0.051,
VRC07-523-LS,9009SA_A4_2,0.398,
VRC07-523-LS,928_28,0.086,
VRC07-523-LS,928_28,0.086,
VRC07-523-LS,928_28,0.086,
VRC07-523-LS,928_28,0.141,
VRC07-523-LS,92BR025_9,0.004,
VRC07-523-LS,92BR025_9,0.004,
VRC07-523-LS,92BR025_9,0.004,
VRC07-523-LS,92BR025_9,0.031,
VRC07-523-LS,92RW020_2,0.064,
VRC07-523-LS,92RW020_2,0.064,
VRC07-523-LS,92RW020_2,0.064,
VRC07-523-LS,92RW020_2,0.074,
VRC07-523-LS,92RW020_2,0.0815,
VRC07-523-LS,93UG065,1.355,
VRC07-523-LS,96ZM651_02,0.071,
VRC07-523-LS,96ZM651_02,0.071,
VRC07-523-LS,96ZM651_02,0.071,
VRC07-523-LS,96ZM651_02,0.1145,
VRC07-523-LS,98_F4_H5_13,4.681,
VRC07-523-LS,98_F4_H5_13,4.681,
VRC07-523-LS,A03349M1_VRC4A,0.94,
VRC07-523-LS,A03349M1_VRC4A,0.94,
VRC07-523-LS,A03349M1_VRC4A,0.94,
VRC07-523-LS,A03349M1_VRC4A,1.435,
VRC07-523-LS,A03349M1_VRC4A,0.951,
VRC07-523-LS,A07412M1_VRC12,0.02,
VRC07-523-LS,A07412M1_VRC12,0.02,
VRC07-523-LS,A07412M1_VRC12,0.019,
VRC07-523-LS,A07412M1_VRC12,0.1185,
VRC07-523-LS,A08483M1_VRC9,0.08,
VRC07-523-LS,AC10_29,0.624,
VRC07-523-LS,AC10_29,0.624,
VRC07-523-LS,AC10_29,0.386,
VRC07-523-LS,AC10_29,0.624,
VRC07-523-LS,AC10_29,0.333,
VRC07-523-LS,ADA,0.114,
VRC07-523-LS,ADA,0.114,
VRC07-523-LS,ADA,0.114,
VRC07-523-LS,ADA,0.163,
VRC07-523-LS,B005018_8_F6_3,0.118,
VRC07-523-LS,B005018_8_F6_3,0.118,
VRC07-523-LS,B005582_7_G7_8,2.378,
VRC07-523-LS,B005582_7_G7_8,2.378,
VRC07-523-LS,BAL_01,0.004,
VRC07-523-LS,BAL_01,0.004,
VRC07-523-LS,BAL_01,0.004,
VRC07-523-LS,BAL_01,0.022,
VRC07-523-LS,BAL_26,0.001,
VRC07-523-LS,BAL_26,0.001,
VRC07-523-LS,BAL_26,0.001,
VRC07-523-LS,BAL_26,0.0125,
VRC07-523-LS,BB201_B42,0.111,
VRC07-523-LS,BB201_B42,0.111,
VRC07-523-LS,BB201_B42,0.111,
VRC07-523-LS,BB201_B42,0.144,
VRC07-523-LS,BB539_2B13,0.004,
VRC07-523-LS,BB539_2B13,0.004,
VRC07-523-LS,BB539_2B13,0.004,
VRC07-523-LS,BB539_2B13,0.0245,
VRC07-523-LS,BF1266_431A,0.009,
VRC07-523-LS,BF1266_431A,0.009,
VRC07-523-LS,BG1168_1,0.08,
VRC07-523-LS,BG1168_1,0.08,
VRC07-523-LS,BG1168_1,0.08,
VRC07-523-LS,BG1168_1,0.1365,
VRC07-523-LS,BG505_W6M_C2,0.033,
VRC07-523-LS,BG505_W6M_C2,0.037,
VRC07-523-LS,BG505_W6M_C2_T332N,0.046,
VRC07-523-LS,BI369_9A,0.046,
VRC07-523-LS,BI369_9A,0.046,
VRC07-523-LS,BI369_9A,0.046,
VRC07-523-LS,BI369_9A,0.083,
VRC07-523-LS,BJOX002000_03_2,0.306,
VRC07-523-LS,BJOX002000_03_2,0.484,
VRC07-523-LS,BJOX009000_02_4,0.311,
VRC07-523-LS,BJOX009000_02_4,0.311,
VRC07-523-LS,BJOX009000_02_4,0.467,
VRC07-523-LS,BJOX010000_06_2,1.26,
VRC07-523-LS,BJOX010000_06_2,1.26,
VRC07-523-LS,BJOX010000_06_2,1.105,
VRC07-523-LS,BJOX025000_01_1,0.128,
VRC07-523-LS,BJOX025000_01_1,0.128,
VRC07-523-LS,BJOX025000_01_1,0.1165,
VRC07-523-LS,BJOX028000_10_3,0.001,
VRC07-523-LS,BJOX028000_10_3,0.001,
VRC07-523-LS,BJOX028000_10_3,0.0135,
VRC07-523-LS,BL01,>50,
VRC07-523-LS,BL01,>50,
VRC07-523-LS,BL01,>50,
VRC07-523-LS,BL01,>50,
VRC07-523-LS,BL01,>50,
VRC07-523-LS,BR07,0.191,
VRC07-523-LS,BR07,0.191,
VRC07-523-LS,BR07,0.191,
VRC07-523-LS,BR07,0.3855,
VRC07-523-LS,BS208_B1,0.001,
VRC07-523-LS,BS208_B1,0.001,
VRC07-523-LS,BS208_B1,0.001,
VRC07-523-LS,BS208_B1,0.0115,
VRC07-523-LS,BX08_16,0.04,
VRC07-523-LS,BX08_16,0.04,
VRC07-523-LS,BX08_16,0.04,
VRC07-523-LS,BX08_16,0.069,
VRC07-523-LS,C1080_C3,0.148,
VRC07-523-LS,C1080_C3,0.148,
VRC07-523-LS,C1080_C3,0.148,
VRC07-523-LS,C1080_C3,0.2575,
VRC07-523-LS,C2101_C1,0.052,
VRC07-523-LS,C2101_C1,0.052,
VRC07-523-LS,C2101_C1,0.052,
VRC07-523-LS,C2101_C1,0.0965,
VRC07-523-LS,C3347_C11,0.024,
VRC07-523-LS,C3347_C11,0.024,
VRC07-523-LS,C3347_C11,0.024,
VRC07-523-LS,C3347_C11,0.05,
VRC07-523-LS,C4118_9,0.012,
VRC07-523-LS,C4118_9,0.012,
VRC07-523-LS,C4118_9,0.012,
VRC07-523-LS,C4118_9,0.049,
VRC07-523-LS,CA146_H3_3,0.091,
VRC07-523-LS,CA146_H3_3,0.091,
VRC07-523-LS,CA240_A5_5,0.143,
VRC07-523-LS,CA240_A5_5,0.143,
VRC07-523-LS,CA327_D2_2,0.009,
VRC07-523-LS,CA327_D2_2,0.009,
VRC07-523-LS,CA392_H2_6,0.088,
VRC07-523-LS,CA392_H2_6,0.088,
VRC07-523-LS,CA457_H1_1,0.222,
VRC07-523-LS,CA457_H1_1,0.222,
VRC07-523-LS,CAAN5342,0.14,
VRC07-523-LS,CAAN5342,0.14,
VRC07-523-LS,CAAN5342,0.14,
VRC07-523-LS,CAAN5342,0.2,
VRC07-523-LS,CAP129_1_15_B2_13,0.017,
VRC07-523-LS,CAP129_1_15_B2_13,0.017,
VRC07-523-LS,CAP136_1_16_E6_1,0.17,
VRC07-523-LS,CAP136_1_16_E6_1,0.17,
VRC07-523-LS,CAP174_1_06_F3_1B,0.002,
VRC07-523-LS,CAP174_1_06_F3_1B,0.002,
VRC07-523-LS,CAP177_1A3,0.017,
VRC07-523-LS,CAP177_1A3,0.017,
VRC07-523-LS,CAP188_1_D1_14_REV,0.014,
VRC07-523-LS,CAP188_1_D1_14_REV,0.014,
VRC07-523-LS,CAP200_B8A,0.085,
VRC07-523-LS,CAP200_B8A,0.085,
VRC07-523-LS,CAP206_1_B5_Y681D,>25,
VRC07-523-LS,CAP206_1_B5_Y681D,>25,
VRC07-523-LS,CAP210_E8,1.91,
VRC07-523-LS,CAP210_E8,>50,
VRC07-523-LS,CAP210_E8,1.91,
VRC07-523-LS,CAP210_E8,1.91,
VRC07-523-LS,CAP210_E8,1.22,
VRC07-523-LS,CAP210_TA5,0.921,
VRC07-523-LS,CAP210_TA5,0.921,
VRC07-523-LS,CAP220_2_00_A8_5B,0.005,
VRC07-523-LS,CAP220_2_00_A8_5B,0.005,
VRC07-523-LS,CAP221_B14,0.037,
VRC07-523-LS,CAP221_B14,0.037,
VRC07-523-LS,CAP224_1_18_C7_3,0.109,
VRC07-523-LS,CAP224_1_18_C7_3,0.109,
VRC07-523-LS,CAP225_1_06_A2_18,5.152,
VRC07-523-LS,CAP225_1_06_A2_18,5.152,
VRC07-523-LS,CAP237_1_22_B2_2_39,0.08,
VRC07-523-LS,CAP237_1_22_B2_2_39,0.08,
VRC07-523-LS,CAP244_D3,0.138,
VRC07-523-LS,CAP244_D3,0.184,
VRC07-523-LS,CAP244_D3,0.184,
VRC07-523-LS,CAP244_D3,0.184,
VRC07-523-LS,CAP244_D3,0.138,
VRC07-523-LS,CAP244_D3,0.1615,
VRC07-523-LS,CAP256_SU,0.343,
VRC07-523-LS,CAP256_SU,0.2845,
VRC07-523-LS,CAP258_2_00_X_23,0.282,
VRC07-523-LS,CAP258_2_00_X_23,0.282,
VRC07-523-LS,CAP260_2_00_TA1_1B,0.025,
VRC07-523-LS,CAP260_2_00_TA1_1B,0.025,
VRC07-523-LS,CAP266_2_00_E9_H6,>25,
VRC07-523-LS,CAP266_2_00_E9_H6,>25,
VRC07-523-LS,CAP269_2_00_F11_1,0.027,
VRC07-523-LS,CAP269_2_00_F11_1,0.027,
VRC07-523-LS,CAP290_2_00_23_6,0.095,
VRC07-523-LS,CAP290_2_00_23_6,0.095,
VRC07-523-LS,CAP291_2_00_H2_15,0.023,
VRC07-523-LS,CAP291_2_00_H2_15,0.023,
VRC07-523-LS,CAP292_2_00_12_4,0.096,
VRC07-523-LS,CAP292_2_00_12_4,0.096,
VRC07-523-LS,CAP301_2_00_C3_20,0.03,
VRC07-523-LS,CAP301_2_00_C3_20,0.03,
VRC07-523-LS,CAP304_2_00_F6_6,0.008,
VRC07-523-LS,CAP304_2_00_F6_6,0.008,
VRC07-523-LS,CAP306_2_00_F9_1,0.04,
VRC07-523-LS,CAP306_2_00_F9_1,0.04,
VRC07-523-LS,CAP307_2_00_24_1,0.05,
VRC07-523-LS,CAP307_2_00_24_1,0.05,
VRC07-523-LS,CAP308_2_00_E11_35,>25,
VRC07-523-LS,CAP308_2_00_E11_35,>25,
VRC07-523-LS,CAP310_2_00_20_2,0.143,
VRC07-523-LS,CAP310_2_00_20_2,0.143,
VRC07-523-LS,CAP317_2_00_D4_10,0.133,
VRC07-523-LS,CAP317_2_00_D4_10,0.133,
VRC07-523-LS,CAP323_2_00_B6_45,0.053,
VRC07-523-LS,CAP323_2_00_B6_45,0.053,
VRC07-523-LS,CAP326_2_00_D9_2,0.298,
VRC07-523-LS,CAP326_2_00_D9_2,0.298,
VRC07-523-LS,CAP327_2_00_C6_37,0.095,
VRC07-523-LS,CAP327_2_00_C6_37,0.095,
VRC07-523-LS,CAP330_2_00_F2_41,0.002,
VRC07-523-LS,CAP330_2_00_F2_41,0.002,
VRC07-523-LS,CAP331_2_00_D7_39,0.028,
VRC07-523-LS,CAP331_2_00_D7_39,0.028,
VRC07-523-LS,CAP332_2_00_C10_1,0.015,
VRC07-523-LS,CAP332_2_00_C10_1,0.015,
VRC07-523-LS,CAP340_2_00_B3_16,0.01,
VRC07-523-LS,CAP340_2_00_B3_16,0.01,
VRC07-523-LS,CAP341_2_00_C10_18,0.107,
VRC07-523-LS,CAP341_2_00_C10_18,0.107,
VRC07-523-LS,CAP343_2_00_21_2,0.486,
VRC07-523-LS,CAP343_2_00_21_2,0.486,
VRC07-523-LS,CAP347_2_00_B1_1,0.109,
VRC07-523-LS,CAP347_2_00_B1_1,0.109,
VRC07-523-LS,CAP363_2_00_10_3,0.16,
VRC07-523-LS,CAP363_2_00_10_3,0.16,
VRC07-523-LS,CAP37_1_18_D2_19,0.821,
VRC07-523-LS,CAP37_1_18_D2_19,0.821,
VRC07-523-LS,CAP378_2_00_D2_5,0.023,
VRC07-523-LS,CAP378_2_00_D2_5,0.023,
VRC07-523-LS,CAP382_2_00_D7_19,0.372,
VRC07-523-LS,CAP382_2_00_D7_19,0.372,
VRC07-523-LS,CAP40_2_01_A3_5,0.011,
VRC07-523-LS,CAP40_2_01_A3_5,0.011,
VRC07-523-LS,CAP45_G3,0.02,
VRC07-523-LS,CAP45_G3,0.032,
VRC07-523-LS,CAP45_G3,0.032,
VRC07-523-LS,CAP45_G3,0.032,
VRC07-523-LS,CAP45_G3,0.02,
VRC07-523-LS,CAP45_G3,0.0935,
VRC07-523-LS,CAP69_1_12_TA7_1,0.047,
VRC07-523-LS,CAP69_1_12_TA7_1,0.047,
VRC07-523-LS,CE0089_G2,0.03,
VRC07-523-LS,CE0089_G2,0.03,
VRC07-523-LS,CE0393_C3,0.065,
VRC07-523-LS,CE0393_C3,0.065,
VRC07-523-LS,CE0626_E6,0.05,
VRC07-523-LS,CE0626_E6,0.05,
VRC07-523-LS,CE0665_F2,0.148,
VRC07-523-LS,CE0665_F2,0.148,
VRC07-523-LS,CE0682_E4,0.039,
VRC07-523-LS,CE0682_E4,0.039,
VRC07-523-LS,CE0985_H7,7.906,
VRC07-523-LS,CE0985_H7,7.906,
VRC07-523-LS,CE1086_B2,0.088,
VRC07-523-LS,CE1086_B2,0.088,
VRC07-523-LS,CE1172_H1,>25,
VRC07-523-LS,CE1172_H1,>25,
VRC07-523-LS,CE1176_A3,0.175,
VRC07-523-LS,CE1176_A3,0.463,
VRC07-523-LS,CE1176_A3,0.175,
VRC07-523-LS,CE1176_A3,0.381,
VRC07-523-LS,CE2010_F5,0.088,
VRC07-523-LS,CE2010_F5,0.088,
VRC07-523-LS,CE2052_G10,0.016,
VRC07-523-LS,CE2052_G10,0.016,
VRC07-523-LS,CE2060_G9,0.045,
VRC07-523-LS,CE2060_G9,0.045,
VRC07-523-LS,CE2103_E8,>25,
VRC07-523-LS,CE2103_E8,>25,
VRC07-523-LS,CH0219_E4,>25,
VRC07-523-LS,CH038_12,0.052,
VRC07-523-LS,CH038_12,0.052,
VRC07-523-LS,CH038_12,0.052,
VRC07-523-LS,CH038_12,0.056,
VRC07-523-LS,CH0694,0.111,
VRC07-523-LS,CH0694,0.111,
VRC07-523-LS,CH070_1,0.088,
VRC07-523-LS,CH070_1,0.088,
VRC07-523-LS,CH070_1,0.088,
VRC07-523-LS,CH070_1,0.114,
VRC07-523-LS,CH117_4,0.007,
VRC07-523-LS,CH117_4,0.007,
VRC07-523-LS,CH117_4,0.007,
VRC07-523-LS,CH117_4,0.022,
VRC07-523-LS,CH119_10,0.065,
VRC07-523-LS,CH119_10,0.066,
VRC07-523-LS,CH181_12,0.061,
VRC07-523-LS,CH181_12,0.061,
VRC07-523-LS,CH181_12,0.061,
VRC07-523-LS,CH181_12,0.1645,
VRC07-523-LS,CH505_W4_3,0.013,
VRC07-523-LS,CH505_W4_3,0.013,
VRC07-523-LS,CM244_EC1,0.005,
VRC07-523-LS,CM244_EC1,0.005,
VRC07-523-LS,CM244_EC1,0.0205,
VRC07-523-LS,CNE10,0.042,
VRC07-523-LS,CNE10,0.042,
VRC07-523-LS,CNE10,0.042,
VRC07-523-LS,CNE10,0.155,
VRC07-523-LS,CNE12,0.129,
VRC07-523-LS,CNE12,0.129,
VRC07-523-LS,CNE12,0.129,
VRC07-523-LS,CNE12,0.238,
VRC07-523-LS,CNE14,0.019,
VRC07-523-LS,CNE14,0.019,
VRC07-523-LS,CNE14,0.019,
VRC07-523-LS,CNE14,0.064,
VRC07-523-LS,CNE15,0.007,
VRC07-523-LS,CNE15,0.007,
VRC07-523-LS,CNE15,0.007,
VRC07-523-LS,CNE15,0.028,
VRC07-523-LS,CNE19,0.038,
VRC07-523-LS,CNE19,0.0525,
VRC07-523-LS,CNE20,0.005,
VRC07-523-LS,CNE20,0.005,
VRC07-523-LS,CNE20,0.027,
VRC07-523-LS,CNE21,0.041,
VRC07-523-LS,CNE21,0.041,
VRC07-523-LS,CNE21,0.054,
VRC07-523-LS,CNE3,0.122,
VRC07-523-LS,CNE3,0.122,
VRC07-523-LS,CNE3,0.122,
VRC07-523-LS,CNE3,0.2455,
VRC07-523-LS,CNE30,0.15,
VRC07-523-LS,CNE30,0.15,
VRC07-523-LS,CNE30,0.15,
VRC07-523-LS,CNE30,0.2245,
VRC07-523-LS,CNE31,0.131,
VRC07-523-LS,CNE31,0.131,
VRC07-523-LS,CNE31,0.131,
VRC07-523-LS,CNE31,0.1605,
VRC07-523-LS,CNE4,0.129,
VRC07-523-LS,CNE4,0.129,
VRC07-523-LS,CNE4,0.129,
VRC07-523-LS,CNE4,0.1655,
VRC07-523-LS,CNE40,0.034,
VRC07-523-LS,CNE40,0.034,
VRC07-523-LS,CNE40,0.034,
VRC07-523-LS,CNE40,0.061,
VRC07-523-LS,CNE5,0.059,
VRC07-523-LS,CNE5,0.059,
VRC07-523-LS,CNE5,0.059,
VRC07-523-LS,CNE5,0.0875,
VRC07-523-LS,CNE53,0.01,
VRC07-523-LS,CNE53,0.01,
VRC07-523-LS,CNE53,0.01,
VRC07-523-LS,CNE53,0.023,
VRC07-523-LS,CNE55,0.046,
VRC07-523-LS,CNE55,0.046,
VRC07-523-LS,CNE55,0.046,
VRC07-523-LS,CNE55,0.0935,
VRC07-523-LS,CNE56,0.086,
VRC07-523-LS,CNE56,0.086,
VRC07-523-LS,CNE56,0.086,
VRC07-523-LS,CNE56,0.1215,
VRC07-523-LS,CNE57,0.172,
VRC07-523-LS,CNE57,0.172,
VRC07-523-LS,CNE57,0.172,
VRC07-523-LS,CNE57,0.1415,
VRC07-523-LS,CNE58,0.02,
VRC07-523-LS,CNE58,0.02,
VRC07-523-LS,CNE58,0.02,
VRC07-523-LS,CNE58,0.0525,
VRC07-523-LS,CNE59,0.057,
VRC07-523-LS,CNE59,0.057,
VRC07-523-LS,CNE59,0.057,
VRC07-523-LS,CNE59,0.1185,
VRC07-523-LS,CNE7,0.039,
VRC07-523-LS,CNE7,0.039,
VRC07-523-LS,CNE7,0.039,
VRC07-523-LS,CNE7,0.0635,
VRC07-523-LS,CNE8,0.118,
VRC07-523-LS,CNE8,0.118,
VRC07-523-LS,CNE8,0.0635,
VRC07-523-LS,CT072_56_7,0.029,
VRC07-523-LS,CT072_56_7,0.029,
VRC07-523-LS,CT140_140_B6,0.103,
VRC07-523-LS,CT140_140_B6,0.103,
VRC07-523-LS,CT184_D3_15,0.012,
VRC07-523-LS,CT184_D3_15,0.012,
VRC07-523-LS,CT349_39_16,0.024,
VRC07-523-LS,CT349_39_16,0.024,
VRC07-523-LS,CT431_G6_6,0.577,
VRC07-523-LS,CT431_G6_6,0.577,
VRC07-523-LS,CT533_T23B_36,0.11,
VRC07-523-LS,CT565_C7_48,0.513,
VRC07-523-LS,CT565_C7_48,0.513,
VRC07-523-LS,CT810_G4_7,0.093,
VRC07-523-LS,CT810_G4_7,0.093,
VRC07-523-LS,CT823_B6_1,0.072,
VRC07-523-LS,CT823_B6_1,0.072,
VRC07-523-LS,CT885_H3_2,0.386,
VRC07-523-LS,CT885_H3_2,0.386,
VRC07-523-LS,CT966_E1_7,0.072,
VRC07-523-LS,CT966_E1_7,0.072,
VRC07-523-LS,CT977_69_12,0.034,
VRC07-523-LS,CT977_69_12,0.034,
VRC07-523-LS,DJ263_8,0.003,
VRC07-523-LS,DJ263_8,0.003,
VRC07-523-LS,DJ263_8,0.003,
VRC07-523-LS,DJ263_8,0.0085,
VRC07-523-LS,DU123_06,0.133,
VRC07-523-LS,DU123_06,0.133,
VRC07-523-LS,DU123_06,0.133,
VRC07-523-LS,DU123_06,0.1215,
VRC07-523-LS,DU151_02,0.069,
VRC07-523-LS,DU151_02,0.076,
VRC07-523-LS,DU151_02,0.076,
VRC07-523-LS,DU151_02,0.149,
VRC07-523-LS,DU151_02,0.076,
VRC07-523-LS,DU151_02,0.069,
VRC07-523-LS,DU151_02,0.1105,
VRC07-523-LS,DU156_12,0.008,
VRC07-523-LS,DU156_12,0.007,
VRC07-523-LS,DU156_12,0.007,
VRC07-523-LS,DU156_12,0.007,
VRC07-523-LS,DU156_12,0.008,
VRC07-523-LS,DU156_12,0.02,
VRC07-523-LS,DU172_17,0.14,
VRC07-523-LS,DU172_17,0.067,
VRC07-523-LS,DU172_17,0.065,
VRC07-523-LS,DU172_17,0.067,
VRC07-523-LS,DU172_17,0.161,
VRC07-523-LS,DU172_17,0.067,
VRC07-523-LS,DU172_17,0.14,
VRC07-523-LS,DU172_17,0.184,
VRC07-523-LS,DU422_1,0.978,
